126467363;L;21015171
99839420;R;21015173
99794846;R;21015138
99702071;R;21015138
121696616;L;21015165
1147369809;L;21015171
124092166;R;21015171
94988510;L;21015150
41111163;L;21015165
41471876;L;21015150
117774244;R;21015144
841357882;L;21015161
117230214;R;21015171
115042763;L;21015167
41471578;L;21015150
914123585;R;21015138
121696727;L;21015167
1152641149;L;21015157
1034272361;L;21015167
121696716;L;21015163
979021211;L;21015161
116330353;R;21015154
117790414;R;21015138
121696675;L;21015167
124093986;R;21015173
97893743;L;21015157
111552099;L;21015157
117230221;L;21015171
1021463763;L;21015150
116330490;R;21015154
115042762;L;21015167
116330484;L;21015154
41076729;L;21015165
875111019;L;21015157
116330486;L;21015154
112253586;L;21015161
117794419;R;21015138
1150546174;L;21015157
121696715;L;21015163
116330445;L;21015157
121696643;L;21015150
121696605;L;21015157
117794425;R;21015138
117230274;R;21015171
124092586;L;21015171
112341238;R;21015187
94988414;L;21015150
124092175;L;21015171
121696726;L;21015167
121696730;L;21015167
124092169;R;21015171
41439332;L;21015150
1147367811;L;21015171
1143984340;L;21015157
121696608;L;21015157
99794845;R;21015138
87480140;L;21015161
117230262;L;21015180
1147370573;R;21015184
100553904;R;21015171
115042758;L;21015167
1152638633;L;21015154
112213159;L;21015165
1150546172;L;21015157
41471576;L;21015150
100553840;R;21015171
1146511284;L;21015157
94988423;L;21015150
99702098;R;21015138
1034027460;R;21015187
913820687;R;21015138
1028054878;L;21015150
115042734;L;21015167
121696606;L;21015157
121696617;L;21015165
94988544;L;21015165
841357884;L;21015161
1081576599;L;21015157
999860786;L;21015165
97893777;L;21015157
124092929;R;21015171
97893757;L;21015157
121690154;L;21015161
841357886;L;21015161
117774243;R;21015144
99825720;R;21015171
121696697;L;21035792
121696642;L;21015150
116330423;L;21015157
21234919;L;21035792
111569897;L;21015157
116330449;L;21015157
867373985;L;21015150
41439166;L;21015150
97563308;R;21015154
41471864;L;21015150
111575099;L;21015157
1147369808;L;21015171
94988470;L;21015150
112213141;L;21015150
913757443;R;21015138
100431030;R;21015171
1002483262;R;21015138
117774225;R;21015138
41472156;L;21035792
961684067;R;21015138
122440855;R;21015154
1021463764;L;21015150
1143856847;L;21015157
41137844;L;21015163
97893756;L;21015157
867409868;R;21015180
117788700;R;21015138
124092176;L;21015171
97563416;L;21015157
112213090;L;21015167
117792392;R;21015138
116330442;L;21015157
1038608365;R;21015138
121696722;L;21015167
1148069070;L;21015163
112213106;L;21015150
783525215;R;21015138
121696712;L;21015163
94988464;L;21015150
99447182;R;21015144
124092170;L;21015171
1034272362;L;21015167
117794433;R;21015138
1150546158;L;21015157
116330330;L;21015154
99482458;R;21015138
21252448;L;21035792
41471566;L;21035792
124092324;L;21015171
872979567;L;21015161
121696729;L;21015167
99701702;R;21015138
111575100;L;21015157
99482456;R;21015138
121669572;R;21015161
1146622196;R;21015154
124092171;L;21015171
117774288;R;21015144
115042761;L;21015167
101981236;L;21015167
117230270;L;21015171
116330435;L;21015157
99825739;L;21015171
112213160;L;21015165
115042727;L;21015157
1003621031;L;21015165
124092930;L;21015171
112213163;L;21015165
913820686;R;21015138
99825709;L;21015171
94988519;L;21015165
923346969;L;21015171
124091891;L;21015171
116330438;L;21015157
832855593;R;21015161
41109021;R;21015161
121696648;L;21015150
117790412;R;21015138
124092585;R;21015171
121696201;L;21015157
124092323;L;21015171
94988517;L;21015150
121696635;L;21015150
116330347;L;21015154
117794416;R;21015138
117788702;R;21015138
101981234;L;21015165
1147367810;R;21015171
1002483263;R;21015138
1147370574;R;21015184
124093135;R;21015184
124091892;R;21015171
121696615;L;21015165
996371523;R;21015161
1148069066;L;21015163
1150545101;L;21015157
1150545092;L;21015157
41109022;R;21015161
117230271;L;21015171
18076542;R;21015138
116330427;L;21015157
115042760;L;21015167
116330408;L;21015157
116330335;L;21015154
112213149;L;21015150
116330450;L;21015157
121696628;L;21015150
117230210;R;21015171
1146514092;L;21015157
116330367;L;21015157
116330447;L;21015157
121696638;L;21035792
41472142;L;21015150
1150545806;L;21015157
100553843;R;21015171
1152641148;L;21015157
883993775;L;21015157
100553837;R;21015171
115042759;L;21015167
99825712;R;21015171
891923514;L;21015165
94988523;L;21015165
1036532451;L;21015165
875111018;L;21015157
94988508;L;21015150
957186134;R;21015161
94988516;L;21015150
121696678;L;21015167
100553839;L;21015171
1148827740;R;21015184
996371522;R;21015161
1035517165;R;21015173
979021206;L;21015161
1150545100;L;21015157
110332286;R;21015138
112213100;L;21015163
97893780;L;21015157
121696623;L;21015150
94988494;L;21035792
111569927;L;21015157
121696631;L;21015150
1150545805;L;21015157
1146514095;R;21015157
1152641152;R;21015157
97893781;L;21015157
21234989;L;21015165
100553933;R;21015184
121664148;R;21015161
99825715;L;21015171
116330407;L;21015157
112213146;L;21015150
979021207;L;21015161
1081576598;L;21015157
122440854;R;21015154
1150546167;L;21015157
41472155;L;21035792
881410847;R;21015144
111569920;L;21015157
117774303;R;21015144
97893788;L;21015157
121696639;L;21015150
868527960;L;21015150
100584664;R;21015173
1152641146;L;21015157
1150546175;L;21015157
883993774;L;21015157
1146622197;R;21015154
116330437;L;21015157
112213172;L;21015150
99825714;R;21015171
1150546169;L;21015157
112213150;L;21015150
883993773;L;21015157
116330492;L;21015154
1148069067;L;21015163
124092141;R;21015171
99794844;R;21015138
126468490;L;21015171
124092206;L;21015171
979021210;L;21015161
99544725;R;21015138
97893771;L;21015157
94988543;L;21015165
41439007;L;21015150
112253587;L;21015161
121696645;L;21015150
99825741;R;21015171
1150545093;L;21015157
1150545094;L;21015157
129763621;L;21015157
99701699;R;21015138
122440856;L;21015154
124092167;L;21015171
117230261;R;21015180
1038608364;R;21015138
121663749;R;21015161
961684066;R;21015138
99482457;R;21015138
111552098;L;21015157
121696630;L;21015150
121696690;R;21015167
1150544738;L;21015157
116330424;L;21015157
97563386;L;21015157
1038466882;R;21015144
121696694;L;21015157
117230276;L;21015171
94988563;L;21015165
893906002;R;21015138
41118041;L;21015167
116330479;L;21015157
124092172;L;21015171
877412057;R;21015161
41472153;L;21035792
1143984341;L;21015157
126468492;R;21015171
87480151;R;21015161
99825711;R;21015171
99825719;L;21015171
1003621030;L;21015165
99825713;R;21015171
101981235;L;21015165
112229659;L;21015161
126467364;L;21015171
116330448;L;21015157
1074312193;L;21015154
126468491;L;21015171
101981238;L;21015167
116330487;R;21015154
913757442;R;21015138
841357880;L;21015161
97563369;L;21015157
